taxonId,scientificName,taxonRank,family,genus,specificEpithet,speciesCitation,infraspecificEpithet,infraspecificCitation,comments
2708,Cirsium ferox (L.) DC.,species,,Cirsium,ferox,(L.) DC.,,,
2708,Jurinea cyanoides L.,species,,Jurinea,cyanoides,L.,,,
2708,Jurinea mollis (L.) Reichenb.,species,,Jurinea,mollis,(L.) Reichenb.,,,
2708,Carlina vulgaris L.,species,,Carlina,vulgaris,L.,,,
2708,Carlina acanthifolia All.,species,,Carlina,acanthifolia,All.,,,
2708,Carlina longifolia Rchb.,species,,Carlina,longifolia,Rchb.,,,
2708,Echinops ritro L.,species,,Echinops,ritro,L.,,,
2708,Echinops ruthenicus MB.,species,,Echinops,ruthenicus,MB.,,,
2708,Echinops sphaerocephalus L.,species,,Echinops,sphaerocephalus,L.,,,
2715,Jurinea mollis (L.) Reichenb.,species,,Jurinea,mollis,(L.) Reichenb.,,,
2715,Jurinea consanguinea ssp. arachnoidea Bunge,subspecies,,Jurinea,consanguinea,,arachnoidea,Bunge,
2715,Carlina longifolia Rehb.,species,,Carlina,longifolia,Rehb.,,,
2718,Cirsium eriophorum L.,species,,Cirsium,eriophorum,L.,,,
2718,Cirsium ligulare Boiss.,species,,Cirsium,ligulare,Boiss.,,,
2727,Carlina corymbosa L.,species,,Carlina,corymbosa,L.,,,
2727,Carlina salicifolia Cav.,species,,Carlina,salicifolia,Cav.,,,
2758,Arctium lappa L.,species,,Arctium,lappa,L.,,,
2758,Arctium tomentosum Mill.,species,,Arctium,tomentosum,Mill.,,,
2758,Arctium nemorosum Lej.,species,,Arctium,nemorosum,Lej.,,,
2760,Conyza dioscoridis L.,species,,Conyza,dioscoridis,L.,,,
2766,Thymus serpyllum L.,species,,Thymus,serpyllum,L.,,,
2766,Thymus vulgaris L.,species,,Thymus,vulgaris,L.,,,
2766,Thymus pulegioides L.,species,,Thymus,pulegioides,L.,,,
2766,Thymus drucei Ronniger,species,,Thymus,drucei,Ronniger,,,
2766,Thymus praecox ssp. arcticus (E. Durand) Jalas,subspecies,,Thymus,praecox,,arcticus,(E. Durand) Jalas,
2766,Pulmonaria officinalis L.,species,,Pulmonaria,officinalis,L.,,,
2766,Origanum vulgare L.,species,,Origanum,vulgare,L.,,,
2775,Thymus serpyllum L.,species,,Thymus,serpyllum,L.,,,
2775,Thymus vulgaris L.,species,,Thymus,vulgaris,L.,,,
2775,Thymus drucei Ronniger,species,,Thymus,drucei,Ronniger,,,
2775,Thymus pulegioides L.,species,,Thymus,pulegioides,L.,,,
2775,Thymus praecox Opiz.,species,,Thymus,praecox,Opiz.,,,
2775,Thymus marschallianus Willd.,species,,Thymus,marschallianus,Willd.,,,
2775,Mentha sylvestris Hudson,species,,Mentha,sylvestris,Hudson,,,(=longifolia (L.))
2775,Mentha rotundifolia (L.) Hudson,species,,Mentha,rotundifolia,(L.) Hudson,,,
2775,Calamintha nepeta (L.) Savi.,species,,Calamintha,nepeta,(L.) Savi.,,,
2775,Calamintha nepeta ssp. glandulosa (Requ.) P.W.Ball.,subspecies,,Calamintha,nepeta,,glandulosa,(Requ.) P.W.Ball.,
2791,Origanum vulgare L.,species,,Origanum,vulgare,L.,,,
2795,Origanum vulgare L.,species,,Origanum,vulgare,L.,,,
2795,Thymus vulgaris L.,species,,Thymus,vulgaris,L.,,,
2795,Thymus herbabarona Loisel,species,,Thymus,herbabarona,Loisel,,,
2795,Lavandula stoechas L.,species,,Lavandula,stoechas,L.,,,
2795,Lavandula angustifolia Miller,species,,Lavandula,angustifolia,Miller,,,
2795,Lavandula latifolia Medicus,species,,Lavandula,latifolia,Medicus,,,
2795,Calamintha nepeta (L.) Savi,species,,Calamintha,nepeta,(L.) Savi,,,
2795,Rosmarinus ofï¿½ficinalis L.,species,,Rosmarinus,ofï¿½ficinalis,L.,,,
2795,Salvia lavandulifolia (Vahl) Rouy,species,,Salvia,lavandulifolia,(Vahl) Rouy,,,
2795,Nepeta nepetellae L.,species,,Nepeta,nepetellae,L.,,,
2815,Mentha suaveolens ssp. insularis Greuter.,subspecies,,Mentha,suaveolens,,insularis,Greuter.,
2817,Micromeria varia Bentham.,species,,Micromeria,varia,Bentham.,,,
2820,Lavandula abrotanoides Lamarck,species,,Lavandula,abrotanoides,Lamarck,,,
2820,Lavandula multifida L.,species,,Lavandula,multifida,L.,,,
2822,Lavandula multifida L.,species,,Lavandula,multifida,L.,,,
2824,Lavandula pinnata L.,species,,Lavandula,pinnata,L.,,,
2824,Lavandula multifida ssp. canariensis (Mill) Pit. & Pr.,subspecies,,Lavandula,multifida,,canariensis,(Mill) Pit. & Pr.,
2826,Bystropogon plumosus L'Heritier.,species,,Bystropogon,plumosus,L'Heritier.,,,
2826,Bystropogon canariensis,species,,Bystropogon,canariensis,,,,
2856,Phlomis,genus,,Phlomis,,,,,
2856,Phlomis orientalis L.,species,,Phlomis,orientalis,L.,,,
2858,Marrubium vulgare L.,species,,Marrubium,vulgare,L.,,,
2858,Ballota nigra L.,species,,Ballota,nigra,L.,,,
2863,Phlomis cretica Pres.,species,,Phlomis,cretica,Pres.,,,
2863,Marrubium peregrinum L.,species,,Marrubium,peregrinum,L.,,,
2863,Marrubium vulgare L.,species,,Marrubium,vulgare,L.,,,
2876,Stachys iva Griseb.,species,,Stachys,iva,Griseb.,,,
2876,Stachys scardica (Griseb.) Hayek.,species,,Stachys,scardica,(Griseb.) Hayek.,,,
2878,Salvia lavandulifolia (Vahl.) Rouy,species,,Salvia,lavandulifolia,(Vahl.) Rouy,,,Possible
2882,Stachys aegyptiaca Pers.,species,,Stachys,aegyptiaca,Pers.,,,
2884,Phlomidoschema parviflorum (Benth.) Vved.,species,,Phlomidoschema,parviflorum,(Benth.) Vved.,,,
2897,Echium plantagineum Linneaus,species,,Echium,plantagineum,Linneaus,,,
2897,Echium vulgare Linn.,species,,Echium,vulgare,Linn.,,,
2897,Malus sylvestris Mill.,species,,Malus,sylvestris,Mill.,,,
2903,Astrotricha latifolia,species,,Astrotricha,latifolia,,,,
2903,Astrotricha floccosa,species,,Astrotricha,floccosa,,,,
2920,Convolvulus arvensis L.,species,,Convolvulus,arvensis,L.,,,
2920,Calystegia sepium (L.),species,,Calystegia,sepium,(L.),,,
2926,Convolvulus cantabricus L.,species,,Convolvulus,cantabricus,L.,,,
2964,Ipomoea batatas (Linn) Makino.,species,,Ipomoea,batatas,(Linn) Makino.,,,
2974,Hedera helix,species,,Hedera,helix,,,,
2978,Convolvulus,genus,,Convolvulus,,,,,
2978,Pharbitis nil Choisy.,species,,Pharbitis,nil,Choisy.,,,
2991,Merremia hederacea,species,,Merremia,hederacea,,,,
2991,Oldenlandia corymboza,species,,Oldenlandia,corymboza,,,,
3028,Averrhoa carambola L.,species,,Averrhoa,carambola,L.,,,
3028,Averrhoa bilimbi L.,species,,Averrhoa,bilimbi,L.,,,
3034,Gmelina arborea,species,,Gmelina,arborea,,,,
3046,Premna latifolia Roxburgh.,species,,Premna,latifolia,Roxburgh.,,,
3049,Gmelina arborea Roxb.,species,,Gmelina,arborea,Roxb.,,,
3156,Gesneria pauciflora Urb.,species,,Gesneria,pauciflora,Urb.,,,
3237,Eupatorium compositifolium Walt.,species,,Eupatorium,compositifolium,Walt.,,,
3237,Eupatorium capillifolium (Lam.),species,,Eupatorium,capillifolium,(Lam.),,,
3273,Baccharis scandens (Ruiz & Pav.) Pers.,species,,Baccharis,scandens,(Ruiz & Pav.) Pers.,,,
3442,Ageratina dendroides (Spreng.) R.M. King & H. Rob.,species,Asteraceae,Ageratina,dendroides,(Spreng.) R.M. King & H. Rob.,,,
3521,Lysionotus paucifloris Maxim,species,,Lysionotus,paucifloris,Maxim,,,
3521,Conandron ramondioides Sieb. & Zucc.,species,,Conandron,ramondioides,Sieb. & Zucc.,,,
3523,Melanthera prostrata,species,,Melanthera,prostrata,,,,
3523,Melanthera robusta,species,,Melanthera,robusta,,,,
3523,Melanthera biflora var. ryukyuensis,variety,,Melanthera,biflora,,ryukyuensis,,
3529,Frankenia portulucifolia,species,,Frankenia,portulucifolia,,,,
3609,Espeletia grandiflora Humb. & Bonpl.,species,,Espeletia,grandiflora,Humb. & Bonpl.,,,
3609,Espeletia uribei Cuatrec,species,,Espeletia,uribei,Cuatrec,,,
